요리,종류,난이도,소요시간,링크,재료,재료수
함박스테이크,양식,2,40,https://wtable.co.kr/recipes/R1bX3G9iX8C71tRoX67wzaKZ?location=recipe_home,다진쇠고기 물 케첩 소금 머스터드소스 후추 빵가루 다진돼지고기 양파 양송이버섯 달걀 버터 다진마늘 돈가스소스 올리브유,15
할로윈오픈버거,양식,2,30,https://wtable.co.kr/recipes/qby5RcSz3YqdRvJh323Q8Gdp?location=recipe_home,다진쇠고기 슬라이스치즈 케첩 소금 후추 빵가루 다진돼지고기 양파 모닝빵 굴소스 다진마늘 마요네즈,12
단호박팬케이크,양식,2,30,https://wtable.co.kr/recipes/PUqfCWtwr1e656oQrbNXcAK9?location=recipe_home,단호박 꿀 핫케이크믹스 달걀 우유,5
쇠고기치즈롤튀김,양식,2,30,https://wtable.co.kr/recipes/k5U8dcj1sEcoBKki6mFBWYJh?location=recipe_home,파프리카 밀가루 양파 달걀 모짜렐라치즈 어린잎 새송이 쇠고기,8
봉골레파스타,양식,2,30,https://wtable.co.kr/recipes/VKknfJkfuLkp8MDiTY1SZCCS?location=recipe_home,화이트인 소금 스파게티물 후추 스파게티 양파 바지락 이태리파슬리 페페론치노 마늘 방울토마토 올리브오일,12
불고기퀘사디아,양식,2,30,https://wtable.co.kr/recipes/sM7TwcW9RMz6RMWvzrvdHKQ1?location=recipe_home,파프리카 설탕 후추 토르티야 체더슬라이스치즈 양파 토마토소스 간장 피자치즈 쇠고기등심 다진마늘,11
딸기롤프렌치토스트,양식,2,25,https://wtable.co.kr/recipes/Md9gzHDGk4f2aFLoxFZhrujN?location=recipe_home,설탕 딸기 소금 누텔라 슈가파우더 달걀 버터 계피가루 우유 식빵 크림치즈,11
치즈오믈렛,양식,3,20,https://wtable.co.kr/recipes/d6CBm5LXP4xV7VSFzjZuk8c7?location=recipe_home,설탕 파슬리가루 체더슬라이스 소금 케첩 후추 식초 우유 양파 달걀 버터 레몬즙 토마토 올리브유 핫소스,15
피시앤칩스,양식,2,30,https://wtable.co.kr/recipes/7X78rNVVZMoUhw4stjBMZsVb?location=recipe_home,설탕 파슬리가루 감자 튀김가루 케첩 소금 식용유 후추 식초 다진양파 다진피클 허브 레몬즙 레몬 맥주 대구 명태 마요네즈,18
찹스테이크,양식,2,25,https://wtable.co.kr/recipes/Wfw8wb9xB9QmcGorh33F4tXd?location=recipe_home,오이고추 파슬리가루 파프리카 스테이크소스 케첩 소금 후추 머스터드소스 양파 굴소스 양송이버섯 버터 다진마늘 마늘 쇠고기등심 올리브유,16
토마토소스미트볼,양식,2,30,https://wtable.co.kr/recipes/p47MYdwJ5RGawy4XEagQQw1W?location=recipe_home,다진쇠고기 파슬리가루 물 파르메산치즈가루 케첩 소금 후추 빵가루 다진돼지고기 양파 당근 머스터드 달걀 토마토소스 다진마늘,15
에그베네딕트,양식,2,30,https://wtable.co.kr/recipes/NyJJNsDvCHAvVcXtqr7xvaV6?location=recipe_home,파슬리가루 시금치 물 소금 후추 식초 잉글리쉬머핀 달걀노른자 달걀 버터 다진마늘 레몬즙 토마토 슬라이스햄 씨겨자 마요네즈,16
치킨윙,양식,2,45,https://wtable.co.kr/recipes/HpjZz8gemEnKYu6TiSt75gaZ?location=recipe_home,파슬리가루 닭날개 소금 후추 칠리소스 카레가루 굴소스 허니머스타드 올리고당 로즈메리 다진마늘 우유 올리브오일 맛술,14
관자그라탱,양식,2,25,https://wtable.co.kr/recipes/QGPjtaanjBFgK6UX3rUVuizD?location=recipe_home,파슬리가루 소금 브로콜리 후추 콜리플라워 밀가루 양파 체더치즈 피자치즈 버터 마늘 우유 올리브오일 관자,16
사과코울슬로,양식,1,20,https://wtable.co.kr/recipes/KAhVRtqktjHsobCmZBkF2Rqu?location=recipe_home,디종머스타드 당근 올리고당 셀러리 사과 레몬즙 양배추 호두 마요네즈,9
새우파인애플피자,양식,2,20,https://wtable.co.kr/recipes/in4Jf7gWLw5FyhUeKbPvNjcS?location=recipe_home,파슬리가루 소금 후추 칵테일새우 양파 토르티아 양송이버섯 토마토소스 피자치즈 방울토마토 파인애플 올리브오일,12
단호박수프,양식,2,45,https://wtable.co.kr/recipes/8GGjrtJe3ZR1U6LjmP9ipVSE?location=recipe_home,단호박 물 감자 소금 파슬리 후추 생크림 휘핑생크림 양파 올리고당 버터 우유,12
후무스,양식,2,40,https://wtable.co.kr/recipes/TSYJd5z72sWr1S7JWpc1krSK?location=recipe_home,소금 후추 고춧가루 불린병아리콩 다진마늘 참깨 레몬즙 타임 올리브오일,9
파스타샐러드,양식,1,15,https://wtable.co.kr/recipes/y46bPtqFvcNTJu7vi8yjQqFZ?location=recipe_home,파르메산치즈 소금 후추 식초 파스타 블랙올리브 간장 방울토마토 스위트칠리소스 오이 샐러드용잎채소 올리브오일,13
복숭아토르테,양식,3,40,https://wtable.co.kr/recipes/yWgNH6WCpuqkaqLaP9VBhh7P?location=recipe_home,설탕 소금 통조림국물 바닐라설탕 밀가루 사과주스 아몬드가루 달걀 과일 베이킹파우더 토르텐구스 우유 무염버터 황도통조림,14
허니치즈파니니,양식,1,15,https://wtable.co.kr/recipes/HL8DfkzbSHb7ongUmFecJ7Za?location=recipe_home,건크랜베리 슬라이스치즈 꿀 치아바타 베이컨 모차렐라치즈 식빵 올리브오일 아몬드슬라이스,9
감자치즈볼,양식,2,45,https://wtable.co.kr/recipes/M8Jw2e28Lcx7WhEfVdQCmU6y?location=recipe_home,파슬리가루 감자 소금 케첩 후추 식용유 빵가루 밀가루 달걀 피자치즈 마요네즈,11
불고기토마토샐러드,양식,2,20,https://wtable.co.kr/recipes/dXN8tFemPCHyGqSkZoKLfoeQ?location=recipe_home,설탕 소금 후추 식초 어린잎채소 체리토마토 양파 그레인머스터드 올리고당 쇠고기 간장 참기름 다진마늘 올리브오일 통깨,16
방울토마토샐러드,양식,1,15,https://wtable.co.kr/recipes/KLjcq5BHrJb7CDtdqMBibPP5?location=recipe_home,땅콩버터 물 설탕 소금 식초 영양부추 방울토마토 레몬 적양파,9
달걀샌드위치,양식,2,25,https://wtable.co.kr/recipes/2qn9139vimEpjh8e3QN9PFFA?location=recipe_home,양상추 소금 오이피클 후추 양파 머스터드 달걀 곡물식빵 토마토 적양파 마요네즈,11
목살스테이크,양식,2,40,https://wtable.co.kr/recipes/Wz5uvUYGq7Q1xg9im1K5xCBv?location=recipe_home,치커리 물 청주 다진마늘 방울토마토 올리브오일 마요네즈 파인애플통조림 소금 비트잎 올리고당 마늘 식초 양파 굴소스 로즈메리 달걀 후추 샬롯 파인애플통조림물 간장 쉬모짜렐라치즈 돼지고기목살,24
시저샐러드,양식,1,25,https://wtable.co.kr/recipes/Fbva6dGN3cjP9qHBTftCR7zU?location=recipe_home,파르메산치즈가루 파슬리가루 설탕 앤초비 후추 파르메산치즈블럭 양파 베이컨 로메인상추 버터 마늘 식빵 마요네즈,13
연어감자샐러드,양식,1,30,https://wtable.co.kr/recipes/GBycdGpKwSbumDyPuuhrN8ch?location=recipe_home,감자 소금 후추 훈제연어 양파 올리고당 베이컨 사워크림 영양부추 레몬즙,12
두부파채샐러드,양식,1,30,https://wtable.co.kr/recipes/uELVDiXcKgc5vcsR6a8LJpnf?location=recipe_home,두부 설탕 검은깨 소금 후추 식용유 간장 다진마늘 매실청 참기름 대파,12
버섯샐러드,양식,1,25,https://wtable.co.kr/recipes/tFxi5bu3sDpBg8EXui5ZYeQ8?location=recipe_home,소금 후추 만가닥버섯 프랑크소시지 양파 발사믹식초 느타리버섯 올리고당 새송이버섯 비타민 올리브오일,11
해산물로제파스타,양식,2,25,https://wtable.co.kr/recipes/9YGoGapWL6PNvxLadKNnd1v2?location=recipe_home,파르메산치즈가루 파슬리가루 소금 후추 생크림 청양고추 스파게티 바지락 양파 토마토소스 방울토마토 마늘 올리브오일 새우,14
불고기샌드위치,양식,2,25,https://wtable.co.kr/recipes/qNrs3A6Nk5o12Z7et9mUu1k2?location=recipe_home,양상추 슬라이스치즈 머스터드 다진마늘 깻잎 마요네즈 설탕 소금 식용유 꿀 양파 깨소금 참기름 잉글리시머핀 쇠고기불고기용 후추 그레인머스터드 간장 토마토,20
갈릭스테이크,양식,2,40,https://wtable.co.kr/recipes/p8rHn48HRPCwAZyj9MSVs7ER?location=recipe_home,소금 후추 양파 발사믹식초 로즈메리 올리고당 간장 마늘 쇠고기등심 달래 올리브오일,12
퀴노아오렌지샐러드,양식,1,15,https://wtable.co.kr/recipes/zRRbM3EtELLUsbkt6Xf83jk2?location=recipe_home,퀴노아 건크랜베리 소금 샐러드용채소 오렌지즙 꿀 화이트인식초 올리브오일 오렌지,9
떠먹는고구마피자,양식,2,30,https://wtable.co.kr/recipes/28fohifm88Kevf5hVH3r71YH?location=recipe_home,파프리카 소금 토르티야 후추 햄 양파 옥수수통조림 토마토소스 베이컨 피자치즈 고구마 마요네즈,13
연어오렌지샐러드,양식,1,25,https://wtable.co.kr/recipes/wGB8qmS8qtEZDt35hBAgPuG5?location=recipe_home,소금 후추 오렌지 케이퍼 다진양파 어린잎채소 훈제연어 고추냉이 오렌지제스트 유자청 레몬즙 마요네즈,12
고구마수프,양식,2,40,https://wtable.co.kr/recipes/AmrE6kRKTx782jTTZsJb8mF4?location=recipe_home,물 소금 다진양파 파마산치즈 우유 올리브유 고구마중간,7
허니카망베르치즈파니니,양식,1,15,https://wtable.co.kr/recipes/eJscgub1xmU6sQwsS5KUiHxG?location=recipe_home,꿀 치아바타 모차렐라치즈 아몬드슬라이스 카망베르치즈 호두,6
파인애플샐러드,양식,1,20,https://wtable.co.kr/recipes/oNf1mjPnSrnqgLQ2VM7T6kUt?location=recipe_home,양상추 파인애플통조림 소금 그레인머스타드 어린잎채소 양파 캐슈너트 파인애플 레몬즙,9
파프리카컵리조토,양식,2,35,https://wtable.co.kr/recipes/hEabCd2u84CS3jr6goZibNuW?location=recipe_home,파프리카 파슬리가루 소금 후추 생크림 양파 애호박 당근 고슬고슬한밥 버터 피자치즈 햄슬라이스,12
팔라펠랩,양식,2,30,https://wtable.co.kr/recipes/6AjXMcNKgUAEu8KFfkULugyY?location=recipe_home,양상추 다진피클 다진파슬리 다진마늘 올리브오일 소금 다진양파 베이킹소다 꿀 양파 불린병아리콩 달걀 토르티야 머스타드 빵가루 다진파슬리잎 레몬즙 다진셀러리잎 토마토 그릭요거트,20
레몬마요새우,양식,2,30,https://wtable.co.kr/recipes/8b1MNDWwEqMPyLb7Lkvx4cka?location=recipe_home,감자전분 파슬리 소금 후추 연유 빵가루 꿀 달걀 레몬즙 새우 맛술 마요네즈,12
무화과베이컨말이구이,양식,1,15,https://wtable.co.kr/recipes/gQBnR1DJuhTbwdzn1B5XFoWT?location=recipe_home,베이컨 무화과 발사믹글레이즈,3
감자크로켓,양식,2,25,https://wtable.co.kr/recipes/HEtriSUN8f9jvw9hq9yUzx6b?location=recipe_home,파프리카 감자 케첩 소금 후추 다진양파 빵가루 밀가루 다진파슬리 달걀 다진당근 다진피망 카놀라유,13
감자수프,양식,2,30,https://wtable.co.kr/recipes/kvbTcVJg9XVTe8Csj8LLQF28?location=recipe_home,파르메산치즈가루 물 감자 소금 후추 생크림 양파 버터 우유 대파,10
두부스테이크,양식,2,30,https://wtable.co.kr/recipes/14BDpqPZToRLK5RFfrYDWf2b?location=recipe_home,두부 물 파슬리가루 스테이크소스 실파 소금 후추 케첩 빵가루 전분가루 양파 당근 굴소스 편마늘 양송이버섯 달걀 버터 올리브유,18
토마토모차렐라파니니,양식,1,15,https://wtable.co.kr/recipes/ZhiDDCpNv51jztLXH9BonPqL?location=recipe_home,바질페스토 다진양파 치아바타 토마토소스 모차렐라치즈 토마토 바질잎,7
그릭샐러드,양식,1,15,https://wtable.co.kr/recipes/sWXden116CqHHDNs7m2hZDnv?location=recipe_home,설탕 소금 올리브 후추 적양파 다진양파 식초 복숭아 토마토 페타치즈 블랙올리브 레몬즙 오이 노란파프리카 올리브오일 바질잎,16
피자컵떡볶이,양식,1,30,https://wtable.co.kr/recipes/G8T3giBySXH4vh2QMBxRGkVh?location=recipe_home,파슬리가루 떡볶이떡 토르티야 다진양파 고추장 옥수수통조림 토마토소스 베이컨 올리고당 피자치즈 다진마늘,11
BOLT샌드위치,양식,1,15,https://wtable.co.kr/recipes/U6HrVEP5SfUktdhtWh7xYG8B?location=recipe_home,양상추 슬라이스치즈 소금 후추 치아바타 양파 베이컨 토마토 마요네즈,9
망고샐러드,양식,1,20,https://wtable.co.kr/recipes/NZBaqTAVanLijzkG3QZbTBQF?location=recipe_home,고수 소금 닭가슴살 후추 샐러드용채소 다진양파 고추씨 방울토마토 레몬즙 스위트칠리소스 올리브오일 피시소스 망고,13
토마토브루스케타,양식,1,15,https://wtable.co.kr/recipes/gkZLeSFPKfMdkQ1bVuEFABcK?location=recipe_home,소금 후추 바게트 방울토마토 마늘 올리브오일 바질잎,7
수제햄버거,양식,2,30,https://wtable.co.kr/recipes/cz1BgtfhVhQCz9j3zuywXJU2?location=recipe_home,양상추 다진쇠고기 슬라이스치즈 햄버거빵 케첩 소금 후추 다진양파 다진돼지고기 토마토 양파 베이컨 피클 우스터소스 마요네즈,15
불고기토르티야피자,양식,1,30,https://wtable.co.kr/recipes/m4gEqseUTMTuy73bqwTXXjVv?location=recipe_home,설탕 후추 토르티야 어린잎채소 청주 양파 토마토소스 쇠고기 모차렐라치즈 피자치즈 간장 다진마늘 참기름 토마토,14
카프레제샐러드,양식,1,25,https://wtable.co.kr/recipes/evYFwW44rKv9avmGjxvXENYn?location=recipe_home,파르메산치즈 생모차렐라치즈 바질 소금 후추 마늘 토마토 올리브오일 볶은잣 바질잎,10
아보카도딸기샐러드,양식,1,15,https://wtable.co.kr/recipes/E36bT2BG7jaEFnzPFGmrUxmk?location=recipe_home,딸기 소금 꿀 어린잎채소 플레인요거트 레몬즙 아보카도 마요네즈,8
리코타치즈샐러드,양식,2,10,https://wtable.co.kr/recipes/cfNihpWHNPpgC1YwheiTUmxu?location=recipe_home,딸기 샐러드채소 아몬드 리코타치즈 소금 후추 꿀 다진양파 발사믹식초 올리브오일 오렌지,11
가지토마토파스타,양식,1,40,https://wtable.co.kr/recipes/jdCwZBVSDSh2HQwjKQ9EqdMv?location=recipe_home,다진쇠고기 소금 바질 다진양파 가지 스파게티면 토마토소스 파마산치즈가루 다진마늘 방울토마토 올리브유 후춧가루,12
당근라페와 샌드위치,양식,1,20,https://wtable.co.kr/recipes/LcYSsnvDXiUju2J9EK1W2hPY?location=recipe_home,설탕 소금 그레인머스타드 호밀빵 당근 루꼴라 레몬즙 당근라페 후춧가루 올리브오일 크림치즈,11
배 새우 두부 무침,일식,1,30,https://wtable.co.kr/recipes/1x8u5iLqzVJ4EcoX2X2uUgjq?location=recipe_home,땅콩버터 진간장 미림 소금 배 깨소스 정종 완두콩 새우 순두부 벌꿀,11
반건조 오징어 온소바,일식,1,60,https://wtable.co.kr/recipes/BgKLcY6nDv38rs29pwCs6awN?location=recipe_home,우엉 소바면 우동다시 청경채 반건조오징어,5
전복 시소말이 튀김,일식,1,30,https://wtable.co.kr/recipes/VhwzqXD6kKegSD3MHC5jVH8c?location=recipe_home,미림 진간장 시소 달걀물 식용유 무간 전복 가쓰오다시 박력분,9
금태 술찜,일식,1,30,https://wtable.co.kr/recipes/uzY3NTnA1sskskdrXozj88nK?location=recipe_home,파프리카 설탕 감자전분 소금 금태 산마간 가쓰오다시 연간장 정종 레몬,10
물오징어 빵꼬아게,일식,1,30,https://wtable.co.kr/recipes/z8t81CMj4Y2Gn6NsVvDG7QZu?location=recipe_home,식용유 빵가루 사비 달걀 박력분 오이 단무지 물오징어 마요네즈,9
낫토 산마 소바,일식,1,60,https://wtable.co.kr/recipes/TsBrJYFQt53wiJeUQKxPsARF?location=recipe_home,만가닥버섯 산마간 소바면 사비 김 소바다시 낫토 대파,8
옥도미 맑은 국,일식,2,80,https://wtable.co.kr/recipes/E9KLkhjdNgCwFWQxHKvZnvXa?location=recipe_home,다시마 물 옥도미 소금 무 정종 유자껍질 대파,8
고기 수박 우동,일식,1,60,https://wtable.co.kr/recipes/QtjWfpbABttvmkFJci2rMCSf?location=recipe_home,다시마 물 후추 오쿠라 수박 수박부분긁어낸 연간장 우동면 건가리비 소고기샤브용 새우 건새우,12
찬 잣소면,일식,1,60,https://wtable.co.kr/recipes/hciM3ciYRzLahQf6jahCjkwv?location=recipe_home,설탕 두유 매생이 소금 오이 구기자 가쓰오다시 잣 소면 우유 새우,11
고등어 미소 조림,일식,1,40,https://wtable.co.kr/recipes/ik8VdNeXGH6GNUSbgZtwtcrN?location=recipe_home,설탕 물 생강 백된장 무 고등어 연간장 정종 꽈리고추,9
스키야키,일식,1,70,https://wtable.co.kr/recipes/6Kn5hmWCFQKb7xheaoNHownw?location=recipe_home,미림 진간장 설탕 다시마 두부 우엉 소고기등심 양파 가쓰오다시 느타리버섯 달걀 쑥갓 대파,13
미소 시루,일식,1,30,https://wtable.co.kr/recipes/v25KBndcuuk4sdjGbfr8PUA2?location=recipe_home,다시마 미림 팽이버섯 가쓰오부시 일본미소시루용된장 가쓰오다시 정종 국산된장 건미역 연두부,10
된장 버터 옥수수라면(짱구라면),일식,1,15,https://wtable.co.kr/recipes/ynRji9pg8McpHMchYigEj97E?location=recipe_home,미소된장 물 숙주한줌 캔옥수수 반숙달걀 인스턴트라면 라면수프 버터 슬라이스햄 대파,10
대파 닭고기 우동,일식,1,20,https://wtable.co.kr/recipes/ZQ1u19nBCyPAxjxhWULLiRWr?location=recipe_home,쯔유 닭다리살 소금 다시마멸치육수 청양고추 우동면 후춧가루 대파 맛술,9
붓카케 우동,일식,1,15,https://wtable.co.kr/recipes/99ET9LQ448Pv1pt9WYbaL3Nq?location=recipe_home,쯔유 물 튀김가루 식용유 청고추 쪽파 우동면 다진생강 레몬 김밥김,11
영귤 소바,일식,1,15,https://wtable.co.kr/recipes/o68rWb7ZFEp2soHhybgehPuM?location=recipe_home,쯔유 물 영귤청 영귤 고추냉이 무 메밀면 영귤즙,8
단호박 양갱,일식,1,35,https://wtable.co.kr/recipes/QY5yohubRx9KeCpFXtjCxNgL?location=recipe_home,단호박 설탕 물 한천가루 꿀 잣 호두,7
